time[s], wr_x[mm], wr_y[mm] 
9.5312,943.999,1040.1722
9.5319,943.8503,1041.7928
9.5372,943.6002,1043.352
9.5471,943.349,1044.9935
9.5575,943.0499,1046.7097
9.578,942.8431,1048.3422
9.579,942.6202,1049.9055
9.5871,942.3965,1051.3344
9.6095,942.1741,1052.8556
9.6102,941.8098,1054.4971
9.6174,941.4656,1056.1555
9.6405,941.3547,1057.7819
9.6416,941.1492,1059.3114
9.6479,940.8559,1060.8808
9.6719,940.5296,1062.5088
9.6727,940.2556,1064.1631
9.6773,940.051,1065.7721
9.6871,939.8136,1067.3928
9.7034,939.5121,1068.9524
9.7071,939.1921,1070.562
9.7173,938.8159,1072.1208
9.734,938.4806,1073.7382
9.7373,938.1262,1075.4293
9.7471,937.8593,1077.0788
9.7726,937.5741,1078.6713
9.7737,937.138,1080.2799
9.7773,936.7636,1081.8203
9.787,936.3112,1083.4224
9.8037,935.9802,1085.0304
9.8071,935.6983,1086.576
9.8174,935.3965,1088.0809
9.8348,935.0856,1089.6526
9.8372,934.5997,1091.2767
9.8472,934.3125,1093.015
9.8664,934.0811,1094.6883
9.8671,933.8051,1096.264
9.8773,933.4821,1097.8344
9.8975,933.0386,1099.4244
9.8985,932.5331,1101.0508
9.907,932.1799,1102.6194
9.9402,931.5706,1105.8272
9.941,931.1569,1107.4494
9.9474,930.7573,1109.0325
9.9702,930.4135,1110.6385
9.9713,930.1459,1112.2388
9.9772,929.7463,1113.8681
9.9874,929.2666,1115.4162
10.0068,928.8113,1116.9807
