time_s,x_hat_m,y_hat_m,theta_hat_rad
0.3327,0.0843847368324556,0.0262030140601626,0.399540871946944
0.3419,0.0853148744858827,0.0260508569047588,0.375884073124025
0.3636,0.0872619764460504,0.02626574292015,0.352138717164271
0.3647,0.087489241592694,0.0258403481360376,0.331508694377796
0.3717,0.0882160668234289,0.0256070103308993,0.311484358717507
0.3961,0.0903973437459066,0.0258131392271011,0.290822861221544
0.3969,0.090572529095899,0.0253979378149333,0.272790993588549
0.402,0.0911312742990395,0.0251001832277881,0.254810026889571
0.4274,0.0934208791334752,0.0252279971687342,0.235820625492115
0.4284,0.0935992368228757,0.0248358028330353,0.2197304453154
0.4317,0.0939883372618969,0.0245174980152986,0.204391579758864
0.442,0.0949844369229866,0.0243336775557346,0.18931599603218
0.4605,0.0966801140293516,0.0242749010886854,0.174482586753624
0.4618,0.096868389243534,0.0239495735476765,0.161699439325193
0.4719,0.0978343028996906,0.0237575863918036,0.148712969338799
0.4941,0.0998477438945238,0.0237081689828681,0.13540608123716
0.495,0.0999866619564831,0.0233934736458948,0.124131490461212
0.5019,0.100668048325885,0.0231566242647027,0.112772064363566
0.5343,0.103601579703199,0.0231442728829771,0.0994419068675497
0.5354,0.103748448715867,0.0228396835774865,0.0892764135121398
0.5417,0.104362992999966,0.0225937423525893,0.0793128469950099
0.5658,0.106532639098948,0.0224781255471765,0.0689599513490808
0.5666,0.10662956089613,0.0222147279050204,0.0608576559155904
0.5719,0.107141629756332,0.0219824734902684,0.0525544142954579
0.5967,0.109371457037513,0.021840592444097,0.0433325308049741
0.5977,0.10948634155978,0.0216040834278879,0.0363416080369858
0.6017,0.109882670299007,0.0213897484890231,0.0294132053454549
0.6122,0.110856269415081,0.0211984287282366,0.022351599076571
0.6281,0.112296954357064,0.0210239227958046,0.015473830866355
0.633,0.112754207832616,0.0208360103231895,0.00978132985431948
0.6417,0.113553257027485,0.020657731065843,0.00408006442983408
0.6595,0.115151325561563,0.0204878846922026,-0.00186010888430023
0.6616,0.115353796135784,0.0203142130144144,-0.00656068588257864
0.6717,0.116278842605973,0.02014078288024,-0.0117081306585494
0.6905,0.117969831988451,0.0199638563103119,-0.01709852365357
0.6917,0.118094934969262,0.0198130498343606,-0.0209676023677279
0.7018,0.119019742841761,0.0196512166458912,-0.0253420813935357
0.7221,0.120838915325966,0.0194696682212919,-0.0301565349918723
0.723,0.120931344831152,0.0193393916673929,-0.0333208710216716
0.7319,0.121742091026445,0.0191879217734719,-0.0370131560432491
0.7534,0.123662724984955,0.0189987835797541,-0.0413821084627171
0.755,0.123813051109721,0.0188821791242236,-0.0440669528932975
0.7615,0.124411754130584,0.0187464491684182,-0.0471352573590367
0.7863,0.126629230940051,0.0185418161038117,-0.0512789195308927
0.7871,0.126708967047486,0.0184444987166428,-0.0534299927451021
0.7918,0.127151294366177,0.0183317699895846,-0.0558393393182382
0.8166,0.129372548317213,0.0181258707504353,-0.0595392574736704
0.8177,0.129482483372471,0.0180377228805062,-0.0614040251921096
0.8217,0.129863989517167,0.0179356896688997,-0.0634688321373958
0.8477,0.132190132596202,0.0177210518440314,-0.0668944031621271
0.8486,0.132281234758587,0.0176507348350551,-0.0683194533479983
0.8518,0.132594106867652,0.0175693452317302,-0.0698861964270983
0.8618,0.133519805032278,0.0174499951864674,-0.0718785338438006
0.8789,0.135074750859623,0.0172905623550773,-0.0742488974930441
0.8817,0.13535481954371,0.017220002533379,-0.0755435263025345
0.8919,0.136301661396376,0.0171034474199132,-0.0773297411120624
0.9099,0.137935463528204,0.0169336731296808,-0.0796502002396756
0.9118,0.138139458694244,0.0168743257553603,-0.0807192774507926
0.9217,0.139061125202366,0.0167605789797033,-0.0823436254849376
0.9413,0.140837996526641,0.0165797534216997,-0.0845935892483452
0.9421,0.140947845405212,0.0165379065847754,-0.0853559635758287
0.9519,0.141867055806371,0.01642834591211,-0.0868051248513637
0.9724,0.143730507495413,0.0162419221706689,-0.0889381151596885
0.9735,0.143872267984433,0.0162075186447347,-0.0895134418437949
0.9818,0.144663168097223,0.0161161354140217,-0.0906429024926802
1.004,0.146679949143581,0.0159161289653791,-0.0927635860617271
1.0048,0.146794676897376,0.0158875727821658,-0.0932254145180949
1.0119,0.147478431586266,0.0158092158435068,-0.0941361993756278
1.0217,0.148405231177227,0.0157105163150037,-0.0952048140846468
1.0319,0.149368896209812,0.0156104933867023,-0.0962487176762279
1.0417,0.150298594227278,0.015515717920847,-0.0972102391408331
1.0682,0.152698363055671,0.0152860877285491,-0.0992989194040136
1.0691,0.152821055021998,0.0152752673629555,-0.0994154483415861
1.0719,0.153125053775737,0.0152445674934057,-0.0997306507892992
1.0818,0.15406370831611,0.0151499037570281,-0.100615295417311
1.1067,0.156319789307893,0.014925769612166,-0.102585966200666
1.1074,0.156427042965713,0.0149199802270807,-0.102621283697988
1.1118,0.156875297076179,0.0148838255632971,-0.102890377113925
1.1217,0.157817576058591,0.0147987904073488,-0.103565376082258
1.138,0.159324611330807,0.0146584796893423,-0.104677422281409
1.1432,0.159844085606364,0.0146152864342956,-0.104986602887784
1.1519,0.160679630653047,0.0145389940141055,-0.105573260113504
1.1691,0.16226387688484,0.0143854031111597,-0.106785855396578
1.1719,0.162570293286464,0.014367722267498,-0.106847110654049
1.1817,0.163501040508441,0.0142807941859551,-0.107499629757732
1.2006,0.16523444304132,0.0141131930755269,-0.108769971703789
1.2015,0.165369231302738,0.0141160006520774,-0.10864267241104
1.212,0.166361907169008,0.0140296901168749,-0.109217583812372
1.2316,0.168160007581566,0.0138646584790631,-0.110366842678382
1.2325,0.168295322802775,0.0138748771528635,-0.110130475659595
1.2414,0.169146924365151,0.0138051441878657,-0.110546617432386
1.263,0.171116958875701,0.0136135923377241,-0.111927054968224
1.2639,0.171249954670956,0.0136237088457582,-0.111694172035791
1.2719,0.172020072525877,0.01356177922107,-0.112040502757467
1.3014,0.17470443185723,0.0132916847857988,-0.113999466465991
1.3024,0.174854867526797,0.0133087435756065,-0.113659365679413
1.3118,0.175758586457722,0.0132409221198864,-0.113980085841533
1.3451,0.178785443587862,0.0129347068718622,-0.116142741474313
1.3456,0.178895838613895,0.0129586895658745,-0.115738920517833
1.365,0.180678840454009,0.0127880578733128,-0.116842570065676
1.366,0.180832174254109,0.0128050886074766,-0.116505766587212
1.3716,0.181404047150728,0.0127742964927975,-0.116527836320643
1.3954,0.183583141574233,0.0125607737079947,-0.117929250645765
1.3962,0.18372241750971,0.012587606623261,-0.117478203506819
1.402,0.184316585983892,0.0125620038015935,-0.117417497176329
1.4268,0.186588403260434,0.0123428865658169,-0.118816986686781
1.4278,0.186749301214583,0.0123702982189103,-0.118350139461055
1.4317,0.187181114435279,0.0123638689279014,-0.118142984561639
1.4418,0.188166003947929,0.0122901282031493,-0.118455049299296
1.4517,0.189132855164319,0.0122178856785867,-0.118757539278608
1.473,0.19110126550176,0.0120304481681582,-0.119912348884579
1.4737,0.191244045150849,0.0120608648766215,-0.119424815472362
1.482,0.192068140985513,0.0120128537829283,-0.119508257339999
1.5039,0.194089508083695,0.011823203294358,-0.120651112768372
1.5048,0.194249369482289,0.0118541486005473,-0.12015410598882
1.5115,0.194931177473356,0.0118206457002839,-0.120141739806622
1.5353,0.197118876228376,0.0116071161902291,-0.121473337788708
1.5361,0.197265510066504,0.0116381564765515,-0.120990542502774
1.5418,0.197855945696812,0.0116152737874634,-0.120903238534985
1.5667,0.200137869510307,0.0113914296019594,-0.122296801792272
1.5678,0.200308387806738,0.0114255480548676,-0.121773305360294
1.5717,0.200739061270413,0.0114293672839925,-0.121461007826871
1.6015,0.203476254412843,0.0111564704435056,-0.123171533322562
1.6023,0.203639075870832,0.0111931267809341,-0.122618584511898
1.613,0.204684710718191,0.0111195815824628,-0.122875995233286
1.6326,0.206508831242075,0.0109520304162343,-0.123818380496311
1.6363,0.206923322056596,0.0109574780364401,-0.123501153690776
1.6417,0.207495818203323,0.0109450102525218,-0.123305151773211
1.664,0.209556873081634,0.0107529691116112,-0.124407709012859
1.6648,0.20971277011585,0.0107972174046287,-0.123791369978998
1.6719,0.210436305419461,0.0107714176143181,-0.123676158355882
1.6955,0.212612037350204,0.0105667333369748,-0.124864596861603
1.6964,0.212774974495185,0.010608173190806,-0.124283834890188
1.7045,0.213582141708642,0.0105679931939217,-0.124294050276559
1.7269,0.215646739127843,0.0103734261504765,-0.125419762136531
1.7276,0.215787917863004,0.0104187122896525,-0.124816707043846
1.7318,0.216249771546528,0.0104245504260112,-0.124488293798862
1.7417,0.217220201903216,0.0103690291395648,-0.124594975777795
1.7518,0.218207972922026,0.0103139436960372,-0.124691149805582
1.7618,0.219186733278577,0.0102596437296999,-0.124784374982155
1.7744,0.220394713539887,0.0101760271877842,-0.125093015228214
1.7889,0.221765695135875,0.0100706265364122,-0.125565562420046
1.7918,0.222111416303599,0.0100909675842689,-0.12514463448564
1.8015,0.223064188078844,0.0100352486702215,-0.125267629881334
1.8319,0.225853343359959,0.00975578803920945,-0.126972283465416
1.8327,0.226014193119703,0.00980735860857463,-0.126309477285542
1.8419,0.22692541527874,0.00976495825741993,-0.1263077617927
1.8628,0.228865561652875,0.00959469967645302,-0.127215836433067
1.8639,0.229053778145788,0.0096443557554833,-0.12656748676481
1.8716,0.229835244174848,0.00961571227139068,-0.126478531083115
1.8942,0.231927917751621,0.00942124124637125,-0.127575002681621
1.8951,0.232096696911242,0.00947062126227497,-0.126944422342107
1.9019,0.232795821898105,0.0094536349664096,-0.126774873974988
1.9254,0.234963517669646,0.00925404464472799,-0.127898488125965
1.9264,0.235136554051511,0.00930860326980334,-0.127223826354633
1.9316,0.23569237419502,0.00931382400617133,-0.126891480472439
1.957,0.238029894533673,0.00909579816544522,-0.128139089304996
1.9578,0.238187276043799,0.0091523140672521,-0.127455126051512
1.9619,0.238648769233327,0.00916655534543559,-0.127070008720837
1.9728,0.239714539516326,0.00910359404513557,-0.127231819257496
1.9818,0.240610047349147,0.00906379776831958,-0.127227904862979
1.9916,0.241574284010011,0.00901731009727425,-0.127268858030395
2.0017,0.242562837887269,0.00896881475334277,-0.127324200456547
2.0116,0.24353290926429,0.0089243142213443,-0.127348887211899
2.0353,0.245716020229964,0.00872870599525433,-0.128439292880494
2.0361,0.245871049651988,0.00879069817689329,-0.127718556565974
2.0419,0.246480679023987,0.00879209554241792,-0.127421449316834
2.0667,0.248766601796835,0.00858029104918663,-0.128633490902636
2.0677,0.248941850879989,0.00863667253267577,-0.127963024404874
2.0745,0.249638147641892,0.00862852655113902,-0.127734374518534
2.0818,0.250380884537074,0.00861659812590995,-0.1275274812288
2.0977,0.251882146500457,0.00851019937463183,-0.127985190589167
2.1017,0.25233084009739,0.00853907286253624,-0.127487712947471
2.1114,0.253288771311794,0.00850376399239068,-0.127439141708885
2.1335,0.255338244920428,0.00833120252508751,-0.128361009328702
2.1343,0.255502082021029,0.00839732717132154,-0.127606975779565
2.1418,0.256268554004661,0.00838451327784973,-0.127406114368739
2.1645,0.258375409208674,0.0082023263922681,-0.128403153903808
2.1654,0.258550168503447,0.00826797695173557,-0.1276531468037
2.1716,0.2592022662504,0.00827348066106988,-0.127318301308328
2.1959,0.261450106677876,0.00807776836799969,-0.128407283759833
2.1967,0.261615253191701,0.00814733320698344,-0.127628738030394
2.2019,0.262180336961269,0.00816431850467354,-0.127215443469717
2.2276,0.264554595597605,0.00795166684243092,-0.12843012132918
2.2286,0.264738324941696,0.00801577751231702,-0.127700178864452
2.2316,0.265109484599893,0.00805507316883185,-0.127138498588139
2.2418,0.266120295299976,0.00801413718000204,-0.127140968913557
2.259,0.267743432729816,0.00789767090023494,-0.127679545159939
2.2618,0.268090248691112,0.00794433528140821,-0.127065680545465
2.2716,0.269061417304095,0.00791212547804859,-0.127006080140806
2.2908,0.270859245155811,0.00777677395039052,-0.127678582357343
2.2947,0.271301703804807,0.00781368788103115,-0.127133037672633
2.3019,0.272044878097985,0.00781110307058125,-0.126863938011626
2.3217,0.273900175436793,0.00766673074114273,-0.127605767887761
2.3228,0.274099895792636,0.00773190718652904,-0.126866172736512
2.3316,0.274985366225377,0.00771024895084605,-0.126738258099892
2.3521,0.276898623023563,0.00756076266575647,-0.127520513600544
2.353,0.277073776993133,0.00763150135906845,-0.126745864543801
2.3619,0.277963192195154,0.00761179520040156,-0.126607387720486
2.3832,0.279943791579783,0.00745540028377874,-0.127443801565365
2.3843,0.2801355711582,0.00752536006292621,-0.12667596521034
2.3917,0.280893978067611,0.0075212577373754,-0.126430723608253
2.4148,0.28303571726656,0.00734155371600547,-0.127442808965056
2.4156,0.283198844154691,0.00741055628338689,-0.126695695613019
2.422,0.283865104046316,0.00741628730407183,-0.126390179570858
2.4464,0.286116281910299,0.00722380514908166,-0.127499408388664
2.4474,0.286292197656755,0.00729339492183509,-0.12675059395017
2.4516,0.286761457636663,0.00732535094466932,-0.126261002712582
2.4619,0.287773779654159,0.00728856589151236,-0.126259944150204
2.4777,0.289269460541136,0.007192237410853,-0.126683587505188
2.4819,0.289739068854391,0.00722551868513684,-0.126183811566153
2.4918,0.290717546083387,0.00719373153692066,-0.126146974914408
2.5091,0.292345207448097,0.0070804240342,-0.126696320057136
2.5118,0.292679421398473,0.00713093952223678,-0.126078577014826
2.5218,0.293663563042733,0.00709997100237542,-0.126038773840856
2.5402,0.295384411350469,0.00697705918962288,-0.126659994374877
2.5417,0.295608300973481,0.0070428931540602,-0.125936940963763
2.5518,0.296599648166915,0.00701190479296085,-0.125900295173353
2.5727,0.298540904725108,0.0068631974565068,-0.126707028262481
2.5735,0.298703537631166,0.0069383469854324,-0.125916563179442
2.5818,0.299539749644147,0.00692803914758086,-0.125728756665189
2.6028,0.301495258787687,0.0067783397097345,-0.126541070820196
2.6039,0.301686014711678,0.00685051719291711,-0.125771202708013
2.6117,0.302476622608554,0.00684816442948318,-0.125526685715804
2.6353,0.304658182653852,0.00667274137656309,-0.126527479040392
2.6362,0.304826329270969,0.00675037374791541,-0.125720573106049
2.643,0.305526505669558,0.00676028421536133,-0.125390760330736
2.6762,0.308574761025743,0.00647997794024329,-0.127125881536784
2.6773,0.30877216494448,0.00655722354492211,-0.126307390738147
2.6817,0.309271551558287,0.00659545423718103,-0.125759610621336
2.6921,0.310304977155708,0.00656701634566296,-0.125686397882427
2.7028,0.311362497678869,0.00653643086063354,-0.125630052443769
2.7128,0.312356336108401,0.00651133150798893,-0.125541030132733
2.7217,0.313252336236142,0.00649861713163295,-0.125364588943698
2.7318,0.314252947507362,0.00647836576107438,-0.125235734508567
2.7416,0.315226129652871,0.00646178331670255,-0.125082316211451
2.7519,0.316243529432121,0.00643630342787758,-0.124999957159024
2.7701,0.317953055356594,0.00632499325909671,-0.125541148574727
2.7717,0.318191226502424,0.00639704319017606,-0.124767051480461
2.7816,0.319169455322724,0.00637719381228503,-0.124650166871635
2.8014,0.32101721421003,0.00625060718859393,-0.125307745535178
2.8022,0.321181286293887,0.00633334181865998,-0.124459281670413
2.8117,0.32212212270376,0.00631897427791516,-0.124306958824738
2.8327,0.324075287959933,0.006179905414813,-0.125061142052238
2.8339,0.324274847547482,0.00625871130523471,-0.124241358760997
2.8418,0.325075086642767,0.00626242448469103,-0.123959182391699
2.864,0.327135137172604,0.00611165328335884,-0.124802089874809
2.8648,0.327297510871039,0.00619616119934019,-0.12394253600637
2.8718,0.328015726950362,0.00621051973383196,-0.123587533049795
2.8817,0.328991376506413,0.00619315394625396,-0.123464487351297
2.8918,0.329983418892225,0.00617461258055569,-0.123351109914727
2.9103,0.331712793396275,0.00606564705511401,-0.123902851031017
2.9118,0.33193654126926,0.00614201088882199,-0.12310548160558
2.9216,0.332902317206132,0.00612729974184042,-0.122966777759023
2.9415,0.334758144642932,0.00600601685525954,-0.123608028322677
2.9422,0.334914519972325,0.00609431015811635,-0.122716638007306
2.9518,0.335867057819437,0.00608446419384027,-0.122537391486893
2.9727,0.337813927306025,0.0059528548273366,-0.123258541749417
2.9737,0.337995984618858,0.00603720842147025,-0.12239895295262
2.9816,0.338796625090046,0.00604503055476604,-0.122095922862091
3.0044,0.34091126633121,0.00589383708167019,-0.122968522812594
3.0051,0.341066764537332,0.00598252538191478,-0.122076797807398
3.0118,0.341763640576101,0.00600584845651754,-0.121656205412736
3.0358,0.343986625114079,0.00584617369835785,-0.122591631697944
3.0368,0.344167844559944,0.00593477685404156,-0.121697780127978
3.0416,0.344694429088101,0.00597847325593847,-0.121131823133869
3.0675,0.347082755475823,0.00579835190331717,-0.122232597106181
3.0682,0.347233833833855,0.00588925199838274,-0.121327853965002
3.0719,0.347661290362382,0.00594536220929123,-0.120672868167901
3.0816,0.348625647199089,0.0059369272633647,-0.120494681415567
3.0986,0.350233136697605,0.00585352796178085,-0.120876609041731
3.1016,0.350601798502573,0.00592133314064034,-0.120126612149901
3.1118,0.35161514806706,0.00591279906287337,-0.119941249739292
3.1298,0.353315545232095,0.0058226053457813,-0.120371786326248
3.1322,0.353632961093737,0.00589649261852429,-0.11957585395358
3.1416,0.354575298587129,0.00589470174182291,-0.119346590420227
3.1611,0.356406802603243,0.00578771961692573,-0.119915168693565
3.1618,0.356571228171077,0.00588020255845817,-0.118982848423424
3.1719,0.357574224247716,0.00587353917992798,-0.118793340717668
3.1817,0.358551229944864,0.00587194764995833,-0.118563992760035
3.2007,0.360339204508638,0.00577723578267742,-0.119042594151182
3.2015,0.360513448757314,0.00587131905272046,-0.11809452499998
3.2119,0.361543910559966,0.00586229876270282,-0.117928404059811
3.2216,0.362510232853591,0.00586150725716979,-0.117702203607872
3.2318,0.363518810731612,0.00585531945861197,-0.11752141953098
3.2416,0.364491292414673,0.00585332231245167,-0.117310829356906
3.2625,0.366441550066471,0.00573904010873898,-0.117965309731965
3.2633,0.366607868443596,0.00583359242026893,-0.117023146089543
3.2721,0.367490439976194,0.00584526403510336,-0.116709962846662
3.2815,0.368427702026401,0.00585224714656514,-0.116431879516483
3.3011,0.370262863195348,0.00575465545319414,-0.116969232678039
3.3019,0.37042971135006,0.0058492513828295,-0.116027443125352
3.3119,0.371417627960619,0.00584753547586936,-0.115827796132654
3.3321,0.373302177054792,0.00574321108908206,-0.11643203884135
3.333,0.373473178126535,0.00583659959168797,-0.115505789672887
3.3417,0.374341561616733,0.00584914037010146,-0.115203664601032
3.3635,0.376364238512808,0.00573062671097433,-0.115931029776772
3.3643,0.37652256272435,0.00582691614488522,-0.114985445706026
3.3719,0.377291724517321,0.00585300190285848,-0.114581261416076
3.3947,0.379402583971811,0.00572886584702043,-0.115360238194022
3.3957,0.379576383867275,0.0058253206391203,-0.114414451090969
3.4016,0.38019307795069,0.00586936569170122,-0.113874362371805
3.4266,0.382496093668438,0.005722756603003,-0.114847047637718
3.4273,0.38263958325701,0.00582052032699194,-0.11389737169687
3.4319,0.3831385169281,0.00587622941467952,-0.113271982954903
3.4574,0.385483734578816,0.00572560922395566,-0.114289766544937
3.4584,0.385651648663873,0.00582134649223036,-0.113357670765596
3.4616,0.386027139931194,0.00589407386105542,-0.112596174276172
3.4719,0.387037384493324,0.00589659123831998,-0.112390544903089
3.4887,0.388618975055981,0.00583541455873907,-0.112699920152845
3.492,0.389002154797149,0.00590672017297499,-0.111952270143206
3.5016,0.389947941797098,0.00591419991557449,-0.111715447622644
3.5207,0.391729020820342,0.00582948117308909,-0.112227941208072
3.5214,0.391877324724837,0.00592550170147696,-0.111288744531057
3.532,0.392909695700777,0.00592306657191488,-0.111138936706264
3.5518,0.394750731454252,0.00583290454317852,-0.111705040186476
3.5527,0.39491704190853,0.00593004118960429,-0.110754281118012
3.5616,0.395802945788628,0.00594932485362048,-0.110424640215887
3.5832,0.397810760458989,0.00584649175701472,-0.111094213141725
3.584,0.397972415613425,0.00594489145557218,-0.110128952613435
3.5918,0.398763476917242,0.00597222822098159,-0.109736803270702
3.6016,0.399732446269978,0.00598029494113305,-0.109504047261065
3.6118,0.400735255324805,0.00598514752996933,-0.109300638931294
3.6217,0.401710777084258,0.00599367767200961,-0.109068812217094
3.6318,0.402704208844609,0.00600215253499569,-0.108837992336328
3.6416,0.403670320770759,0.00601416437754965,-0.108580215250368
3.6518,0.404670966877686,0.00602261942978826,-0.108354775915949
3.6771,0.407000773348621,0.00588933829078743,-0.109316391009083
3.679,0.407247967698587,0.00598033028119294,-0.108423891765608
3.6815,0.407558830298919,0.00606219164300355,-0.107599482752104
3.6919,0.408575043343983,0.00606788292292389,-0.10740859974972
3.7017,0.409535536103499,0.00608023864993906,-0.107165647511192
3.7119,0.410529658218505,0.00609114732908675,-0.106937662709434
3.7337,0.412546045836218,0.00599626501101326,-0.10760644773467
3.7346,0.412705051833689,0.00609967562585452,-0.106611529154376
3.7415,0.413404451730515,0.00614526799705228,-0.106096942115442
3.7652,0.415587437943674,0.00603491583966546,-0.106913077998871
3.7659,0.415725305176283,0.00613980547517945,-0.105910400007308
3.773,0.416439361507155,0.00618202993345749,-0.105432393121135
3.7962,0.418575814444733,0.00607701712508603,-0.106217759328671
3.7972,0.418739176011805,0.00617920001468509,-0.10523972732103
3.8016,0.419214537123442,0.00624901479406043,-0.104528668519529
3.8119,0.420217342699594,0.00626517225571835,-0.104277208175438
3.8217,0.421175568720355,0.00628682752299113,-0.103980358497448
3.8318,0.422159376892891,0.0063056219684742,-0.103711559826443
3.8415,0.423106164789847,0.00632792882705617,-0.103416021348797
3.8518,0.42410526858942,0.00634381442868056,-0.103179680094495
3.8616,0.425059411891815,0.00636411512929463,-0.10290751497043
3.8718,0.42604781152621,0.00638160739357404,-0.102663322951343
3.8815,0.426990402831977,0.00640374213248357,-0.102382063104957
3.8919,0.427994391976981,0.00642077622644766,-0.102148688139417
3.9018,0.428953840521875,0.00644438940958402,-0.101859761077764
3.9118,0.429922874801622,0.00646788744045802,-0.101573774321001
3.9216,0.430874811439801,0.00649287948407263,-0.101276557966599
3.9319,0.431870742971885,0.00651361754162911,-0.101020247759842
3.9416,0.432813594421222,0.00653834912046065,-0.10073063960935
3.9518,0.433800342717169,0.0065588286791917,-0.100482215228496
3.9723,0.435693988667196,0.00649066899019473,-0.101037886756075
3.9732,0.435844295454085,0.00659702763656052,-0.100035242805875
3.9816,0.43666759859593,0.00663663422854196,-0.0996265302048726
4.0038,0.438710676166337,0.00655769371855732,-0.100297618456363
4.0046,0.438851244014336,0.00666767876866781,-0.0992661375698229
4.0119,0.439578609935578,0.00671926098861686,-0.0987548045994478
4.0349,0.441695775636786,0.00663650249961588,-0.0994756245946104
4.0359,0.441854426074138,0.00674528265642237,-0.0984569483545812
4.0416,0.44243842791889,0.00681049040680501,-0.0978284836122791
4.0663,0.44470265582835,0.00671379735660265,-0.0986994733886126
4.0671,0.44483827473998,0.00682472910121058,-0.0976681956633765
4.0718,0.445330611637496,0.00690055967080623,-0.0969502887623724
4.0817,0.446289040362554,0.00693284539625232,-0.096635432446414
4.0918,0.447266194673004,0.00696496242874415,-0.0963246470187139
4.1017,0.448226913811439,0.00699770488461474,-0.096008823217854
4.1119,0.449214202282688,0.00702767897128104,-0.095721559383762
4.1287,0.450782334142004,0.00700422191580377,-0.0959456407421083
4.1317,0.451121874262073,0.00709661673991069,-0.0950830961449432
4.1418,0.452094675957512,0.00712963843055517,-0.0947821468533557
4.1602,0.453797416192839,0.00709635472887478,-0.095122532648572
4.1614,0.453970506334141,0.00720745613438942,-0.0940946962085789
4.1718,0.454967197054596,0.00724168583501167,-0.0937966558877167
4.1816,0.455911027444524,0.0072818835931934,-0.0934445291142548
4.1937,0.457059941872939,0.00730414318519004,-0.0932684287337039
4.2016,0.457836682273344,0.00736042171289303,-0.0927648482454717
4.2118,0.458819364850046,0.00739789604489664,-0.0924457329258022
4.2216,0.459765729072652,0.00743891806424756,-0.0920960816311057
4.2318,0.460746563978078,0.00747714999062697,-0.0917783150553882
4.2416,0.461690837491271,0.00752044692379148,-0.09141680178762
4.2669,0.464003020325303,0.00744240324892369,-0.0922666292163719
4.2678,0.464141688708802,0.007561695256132,-0.0911794147002777
4.2717,0.464558223949669,0.00765510868418675,-0.0903363633911537
4.2818,0.465531350672586,0.00769958777145157,-0.0899791828937903
4.2985,0.467088834123737,0.00769293087436621,-0.0901405055422239
4.3016,0.467436071419022,0.00779441261810166,-0.089221873335755
4.3118,0.468417578298931,0.00783916488430764,-0.0888739628015267
4.3296,0.470069056968433,0.00782563951585541,-0.0891264980822675
4.3318,0.470332603773731,0.00793541544548754,-0.0881329085504577
4.3416,0.471276584696454,0.00798610694800869,-0.0877403957350593
4.3611,0.473076830390703,0.00796386230025693,-0.0881085346459455
4.3619,0.473214882332395,0.00808674346149516,-0.08698856461427
4.372,0.474188111927909,0.00813710441933795,-0.08661071768851
4.3818,0.475134609733637,0.00818961263684112,-0.0862137038297826
4.392,0.476115745618585,0.0082389704401337,-0.085853640274884
4.402,0.477076619178012,0.00828946075888934,-0.0854864585189996
4.4244,0.479131460927356,0.008248857069202,-0.0860944077955266
4.4253,0.479270852584239,0.0083703213882333,-0.084998773324825
4.4319,0.479925149587289,0.00844788989596125,-0.0843598825198811
4.4543,0.481978606275615,0.00841051352870402,-0.0849620195983281
4.4553,0.482126873077143,0.00853215270917413,-0.0838684535034862
4.4617,0.482766153529382,0.00861266050793935,-0.0832058411032994
4.4864,0.485026899550574,0.00856184864575851,-0.0839797494896939
4.4871,0.485148189059491,0.00868589068026818,-0.082862991532635
4.4919,0.485644251573329,0.00877646634160514,-0.0820944283379618
4.5017,0.486587552784581,0.00882952502356364,-0.0817351364692446
4.5197,0.488254745608059,0.00882588095866102,-0.0820136019477344
4.5215,0.488479488087532,0.00893900553164134,-0.0810066669530792
4.5319,0.489473878914471,0.00898937319602813,-0.0806917401609363
4.5511,0.491244356091396,0.00897875182133564,-0.0810698151598026
