time[s], wr_x[mm], wr_y[mm] 
9.583,967.4312,77.7283
9.5915,968.4666,77.9479
9.6134,969.4723,78.2028
9.6141,970.4275,78.3646
9.6216,971.3472,78.5391
9.6446,972.2792,78.7226
9.6456,973.1921,78.8514
9.6515,974.1157,79.0681
9.6761,975.1016,79.2745
9.6768,976.0978,79.4532
9.6818,977.0519,79.6796
9.6915,977.9713,79.8584
9.7018,978.9064,80.0879
9.7126,979.7862,80.3123
9.7218,980.7054,80.4739
9.7381,981.6665,80.6869
9.7418,982.6246,80.8654
9.7515,983.6194,81.1016
9.7689,984.6069,81.3495
9.7716,985.6118,81.5188
9.7853,986.6271,81.7384
9.8009,987.6023,81.9177
9.802,988.6437,82.0861
9.8116,989.5903,82.3323
9.8324,990.5569,82.5496
9.8333,991.4916,82.7147
9.8418,992.4291,82.9683
9.8635,993.416,83.1313
9.8646,994.3504,83.2435
9.8716,995.2919,83.3937
9.8817,996.2216,83.5679
9.8916,997.1641,83.798
9.9019,998.0726,84.0064
9.9273,998.985,84.1362
9.9283,999.9567,84.3424
9.9314,1000.8475,84.5576
9.9417,1001.7752,84.739
9.9578,1003.1535,84.8966
9.9617,1004.1128,84.9987
9.9716,1005.0906,85.1622
9.9818,1005.9946,85.3715
10.0033,1006.8221,85.6136
10.0043,1007.6656,85.8316
10.0115,1008.5739,85.9773
10.0348,1009.5716,86.1801
10.0356,1010.5821,86.3556
10.0419,1011.5548,86.5053
10.0644,1012.5478,86.6547
10.0653,1013.4487,86.8173
10.0715,1014.3145,87.0118
10.0817,1015.171,87.269
10.1,1016.0632,87.5405
10.1016,1017.0066,87.7131
10.1117,1018.0068,87.9145
10.132,1019.018,88.1051
10.1327,1019.9725,88.3249
10.1419,1020.954,88.5472
10.1629,1021.828,88.7323
10.164,1022.624,88.9285
10.1717,1023.3967,89.1642
10.1943,1024.2132,89.3809
10.195,1025.1644,89.5642
10.2041,1026.1657,89.7878
10.2251,1027.1712,89.9739
10.2261,1028.2234,90.2084
10.2315,1029.2758,90.5247
10.2568,1030.2742,90.7764
10.2576,1031.1724,90.9748
10.2618,1031.9841,91.193
10.2868,1032.8215,91.4137
10.2878,1033.7198,91.571
10.2915,1034.7315,91.8048
10.3017,1035.7616,91.9414
10.3116,1036.7849,92.1373
10.3327,1037.7571,92.3542
10.3336,1038.6362,92.5502
10.3444,1039.5134,92.7624
10.3636,1040.3224,92.9797
10.3645,1041.1947,93.2102
10.3714,1042.1058,93.3596
10.3951,1043.0282,93.5498
10.3959,1043.9859,93.7013
10.4016,1044.9114,93.9376
10.4264,1045.832,94.1564
10.4274,1046.6954,94.429
10.4316,1047.5495,94.6085
10.4418,1048.4376,94.8014
10.4575,1049.2835,95.008
10.4617,1050.1198,95.2755
10.4716,1051.0209,95.3934
10.4918,1051.9277,95.5871
10.4926,1052.8912,95.7746
10.5017,1053.8358,96.0112
10.5115,1054.7351,96.3028
10.5216,1055.5578,96.5381
10.5314,1056.4003,96.7526
10.542,1057.2365,96.967
10.5657,1058.0522,97.1873
10.5668,1058.9343,97.3387
10.5714,1059.8717,97.5366
10.5969,1060.8405,97.7389
10.5977,1061.8881,98.037
10.6017,1062.9286,98.302
10.6115,1063.9133,98.5763
10.6218,1064.8239,98.7602
10.6315,1065.712,98.9879
10.6444,1066.5754,99.2117
10.6515,1067.4934,99.4049
10.6616,1068.4402,99.5689
10.6716,1069.4295,99.8003
10.696,1070.4089,100.0939
10.6967,1071.3615,100.3579
10.7016,1072.2682,100.5922
10.7269,1073.1248,100.7664
10.7278,1073.9658,100.9819
10.7315,1074.8386,101.2463
10.7418,1075.6979,101.4922
10.7588,1076.634,101.6443
10.7617,1077.6543,101.8253
10.7718,1078.6979,102.0903
10.7909,1079.6876,102.3894
10.7916,1080.5666,102.6284
10.8017,1081.388,102.8597
10.8211,1082.2249,103.0336
10.8221,1083.0681,103.2639
10.8315,1083.9325,103.4931
10.8418,1084.8351,103.6551
10.8625,1085.8489,103.8632
10.8635,1086.9111,104.087
10.8715,1087.9405,104.382
10.8941,1088.8442,104.6747
10.8949,1089.7184,104.9109
10.9018,1090.5957,105.0933
10.9252,1091.4341,105.327
10.9263,1092.3291,105.5134
10.9315,1093.3133,105.7368
10.9566,1094.3017,105.9274
10.9574,1095.3437,106.1295
10.9617,1096.3586,106.4919
10.9717,1097.2595,106.8363
10.9818,1098.1896,106.9966
10.9917,1099.1102,107.1876
11.0028,1100.0061,107.4435
11.019,1100.9072,107.6643
11.0217,1101.8105,107.8611
11.0315,1102.8286,108.0972
11.0417,1103.8265,108.3894
11.0514,1104.8418,108.6765
11.0645,1105.8597,108.9542
11.0715,1106.7941,109.242
11.0817,1107.692,109.4011
11.0915,1108.5638,109.6351
11.1134,1109.4038,109.8419
11.1141,1110.3006,109.9981
11.1216,1111.2728,110.2362
11.1313,1112.2791,110.5527
11.1502,1113.2796,110.8004
11.1514,1114.2571,111.0749
11.1616,1115.1586,111.344
11.1806,1116.0927,111.5053
11.1817,1117.0018,111.7319
11.1917,1117.8442,111.9116
11.2018,1118.7944,112.0404
11.2231,1119.7805,112.2894
11.2241,1120.7004,112.5192
11.2315,1121.62,112.7943
11.2546,1122.5373,113.0817
11.2554,1123.4103,113.2598
11.2616,1124.2305,113.4737
11.2874,1125.0526,113.6525
11.2884,1125.9762,113.8289
11.2916,1126.8838,114.0354
11.3172,1127.8843,114.2887
11.318,1128.8573,114.5259
11.3218,1129.7638,114.8033
11.3316,1130.7072,115.0255
11.3418,1131.6177,115.3157
11.3617,1132.4528,115.519
11.3627,1133.2743,115.686
11.3714,1134.1179,115.8804
11.3954,1135.024,116.0926
11.3961,1135.9521,116.3699
11.4017,1136.8857,116.6704
11.4265,1137.7964,116.8893
11.4276,1138.7372,117.1605
11.4315,1139.7051,117.4499
11.4418,1140.6171,117.6736
11.4577,1141.5126,117.8549
11.4617,1142.3974,118.0499
11.4715,1143.3004,118.2515
11.4894,1144.1661,118.5468
11.4967,1145.0255,118.8315
11.5018,1145.9371,119.0817
11.5202,1146.8118,119.3514
11.5222,1147.7565,119.5645
11.5315,1148.703,119.827
11.5518,1149.5927,120.0615
11.5526,1150.4478,120.2408
11.5619,1151.3062,120.4366
11.583,1152.1198,120.696
11.584,1152.9152,120.9574
11.5914,1153.7806,121.207
11.6145,1154.694,121.453
11.6152,1155.6117,121.7263
11.6218,1156.5084,121.9048
11.6316,1157.3668,122.0481
11.6417,1158.1829,122.2381
11.6514,1159.0144,122.4335
11.6616,1159.8237,122.6785
11.6842,1160.6712,122.9817
11.685,1161.5048,123.251
11.6915,1162.4238,123.481
11.716,1163.3702,123.7511
11.7169,1164.2389,123.9848
11.7217,1165.1266,124.1401
11.7467,1165.9613,124.3036
11.7477,1166.7993,124.521
11.7514,1167.6468,124.7122
11.7616,1168.4973,125.022
11.7777,1169.3156,125.3654
11.7818,1170.1924,125.5893
11.7915,1171.1108,125.7787
11.8168,1172.0158,126.0856
11.8176,1172.966,126.3157
11.8217,1173.9623,126.6019
11.8315,1174.8834,126.8124
11.8484,1175.8303,127.0033
11.8516,1176.7234,127.2851
11.8618,1177.5637,127.6165
11.8785,1178.4243,127.8574
11.8817,1179.2875,128.0959
11.8915,1180.1628,128.3032
11.9095,1181.0568,128.5888
11.9113,1182.0046,128.8051
11.9215,1182.9764,128.9929
11.9407,1183.8786,129.2054
11.9417,1184.7858,129.4666
11.9515,1185.61,129.7825
11.9722,1186.4218,130.0962
11.9729,1187.3203,130.3753
11.9817,1188.2805,130.6049
11.9914,1189.1955,130.8798
12.0016,1190.1623,131.0956
12.0116,1191.1815,131.3353
12.0347,1192.1259,131.5492
12.0354,1193.0432,131.7742
12.0417,1193.9902,132.0585
12.0664,1194.8757,132.3968
12.0672,1195.787,132.6403
12.0715,1196.7286,132.8046
12.0818,1197.6874,133.0458
12.0977,1198.6343,133.2685
12.1017,1199.5464,133.4019
12.1115,1200.4693,133.5251
12.1292,1201.3297,133.7768
12.1315,1202.1855,134.0565
12.1419,1203.0865,134.3703
12.1603,1203.9883,134.6413
12.1616,1204.9127,134.8213
12.1715,1205.8369,135.0244
12.201,1207.6636,135.3898
12.2018,1208.5292,135.5078
12.212,1209.3408,135.7692
12.2321,1210.1542,136.0124
12.2331,1210.9789,136.3091
12.2416,1211.8693,136.5755
12.264,1212.7734,136.7959
12.2649,1213.7133,137.0221
12.2718,1214.6429,137.2775
12.2958,1215.5315,137.4497
12.2967,1216.4321,137.6423
12.3015,1217.3169,137.8796
12.3271,1218.1174,138.1935
12.3279,1218.9019,138.4689
12.3316,1219.7281,138.7844
12.3415,1220.6257,139.0795
12.3587,1221.5623,139.2927
12.3615,1222.5211,139.533
12.3717,1223.4521,139.8008
12.3893,1224.4246,140.0461
12.3917,1225.3335,140.2343
12.4015,1226.2147,140.4357
12.4262,1227.0038,140.7384
12.4269,1227.763,141.0944
12.4316,1228.641,141.3288
12.4571,1229.5713,141.5698
12.458,1230.5018,141.806
12.4614,1231.4707,142.0577
12.4716,1232.442,142.3569
12.4882,1233.442,142.6256
12.4917,1234.3592,142.8527
12.5015,1235.1988,143.102
12.5198,1236.0099,143.4511
12.5213,1236.8119,143.7294
12.5317,1237.6963,143.9644
12.5509,1238.6898,144.2154
12.5519,1239.6893,144.4147
12.5615,1240.6098,144.6276
12.5825,1241.4551,144.8444
12.5832,1242.2432,145.0672
12.5916,1242.9987,145.3228
12.6014,1243.7951,145.5746
12.6116,1244.6568,145.8441
12.6214,1245.543,146.1499
12.6456,1246.4281,146.3758
12.6464,1247.3749,146.6039
12.6517,1248.3412,146.8271
12.6769,1249.2705,147.0555
12.6779,1250.1554,147.332
12.6816,1251.0099,147.5911
12.6918,1251.7876,147.8575
12.7077,1252.5488,148.1663
12.7118,1253.3856,148.4501
12.7216,1254.2372,148.7118
12.7318,1255.1321,148.9855
12.7493,1256.0796,149.1879
12.7517,1257.0881,149.4495
12.7615,1258.0323,149.7752
12.7808,1258.9329,150.0472
12.7815,1259.7617,150.3903
12.7919,1260.5264,150.6916
12.8119,1261.3375,150.9305
12.813,1262.1711,151.1856
12.8215,1263.084,151.4303
12.8434,1264.0654,151.6329
12.8442,1265.0707,151.8806
12.852,1266.1238,152.2048
12.8745,1267.0366,152.5238
12.8754,1267.8652,152.8176
12.8845,1268.6292,153.1059
12.9058,1269.3951,153.3964
12.9067,1270.2417,153.669
12.9116,1271.1367,153.8553
12.9213,1272.0842,154.1024
12.9317,1273.0453,154.3193
12.9415,1274.067,154.591
12.9515,1275.0117,154.9974
12.9729,1275.8694,155.2658
12.9739,1276.6455,155.5564
12.9815,1277.4332,155.8531
13.0043,1278.2928,156.083
13.0051,1279.1812,156.3411
13.0118,1280.0912,156.6123
13.0347,1281.0596,156.8124
13.0387,1282.0762,157.0745
13.0414,1283.0602,157.4298
13.0663,1283.9286,157.7319
13.0671,1284.7758,158.0191
13.0717,1285.6475,158.3037
13.0815,1286.4892,158.5896
13.0918,1287.3601,158.8292
13.1015,1288.2993,159.087
13.1117,1289.2432,159.3049
13.1286,1290.2811,159.5283
13.1318,1291.3062,159.8326
13.1415,1292.2534,160.2449
13.1602,1293.1652,160.5108
13.1613,1294.0289,160.7728
13.1717,1294.9295,161.0554
13.1912,1295.8365,161.3297
13.1921,1296.7614,161.619
13.2013,1297.7228,161.8918
13.2228,1298.7507,162.1177
13.2236,1299.7709,162.5046
13.2319,1300.7275,162.8735
13.2681,1302.5839,163.4118
13.2691,1303.4742,163.7362
13.2718,1304.3411,164.0691
13.2818,1305.2697,164.3122
13.2998,1306.2459,164.5651
13.3021,1307.2568,164.8715
13.3115,1308.2691,165.2204
13.3312,1309.2379,165.5454
13.332,1310.0873,165.8407
13.3417,1310.9839,166.0875
13.3622,1311.8481,166.4254
13.3633,1312.687,166.6939
13.3716,1313.601,166.9014
13.3817,1314.5731,167.1134
13.3915,1315.5533,167.4382
13.4019,1316.5004,167.7296
13.4252,1317.4662,168.0592
13.4262,1318.4188,168.3727
13.4315,1319.2792,168.6445
13.4556,1320.1351,168.8934
13.4563,1321.014,169.1314
13.4616,1321.9163,169.3965
13.4853,1322.8911,169.6028
13.4861,1323.8465,169.8497
13.4914,1324.7656,170.2144
13.5016,1325.6418,170.5296
13.519,1326.5527,170.768
13.5216,1327.5089,171.0158
13.5315,1328.5366,171.2656
13.5506,1329.0547,171.5566
13.5514,1329.8701,171.8083
13.5617,1331.0878,172.0602
13.5816,1332.219,172.3806
13.5826,1333.2166,172.6662
13.5916,1333.8666,172.9605
13.6132,1334.621,173.2733
13.614,1335.5203,173.5059
13.6217,1336.4109,173.7751
13.6434,1337.2521,174.0658
13.6444,1338.1152,174.3231
13.6515,1339.0166,174.6152
13.6752,1339.9529,174.8614
13.6759,1340.8812,175.1477
13.6818,1341.7843,175.5122
13.7063,1342.7231,175.8305
13.7072,1343.678,176.1453
13.7114,1344.6068,176.4137
13.7217,1345.5204,176.6215
13.7317,1346.3779,176.9211
13.7417,1347.2283,177.2148
13.7514,1348.379,177.7101
13.7618,1349.0048,177.9315
13.7714,1349.8444,178.1666
13.7815,1350.7562,178.5022
13.7915,1351.7015,178.7729
13.8175,1352.6045,179.0451
13.8183,1353.4797,179.2865
13.8217,1354.3513,179.5426
13.8315,1355.232,179.8364
13.8479,1356.0947,180.1662
13.8515,1357.0291,180.4593
13.8618,1357.9527,180.8159
13.8795,1358.8584,181.143
13.8816,1359.7614,181.4109
13.8915,1360.7701,181.4413
13.9115,1361.7214,181.6391
13.9124,1362.7722,181.9023
13.9217,1363.6985,182.2261
13.9424,1364.6677,182.6019
13.9435,1365.6152,182.9942
13.9515,1366.4376,183.3235
13.9737,1366.9257,183.7369
13.9746,1367.8351,184.0692
13.9818,1368.7802,184.3015
14.0046,1369.6956,184.6026
14.0055,1370.5552,184.8
14.0116,1371.4678,185.046
14.036,1372.3393,185.3851
14.0367,1373.1838,185.7341
14.0417,1374.1068,186.0811
14.0671,1375.0595,186.4442
14.0682,1376.0893,186.7543
14.0714,1377.1088,187.1087
14.0818,1378.1245,187.4355
14.0984,1379.1091,187.6575
14.1017,1380.0337,187.9255
14.1115,1380.9286,188.278
14.1299,1381.8173,188.6126
14.1313,1382.7341,188.9636
14.1416,1384.3323,189.2728
14.1637,1385.472,189.6026
14.1647,1386.4354,189.9321
14.1715,1387.3769,190.2006
14.1937,1388.0908,190.4549
14.1944,1388.7595,190.8017
14.2017,1389.3251,191.1118
14.2247,1389.9855,191.486
14.2257,1390.6987,191.9053
14.2315,1391.5635,192.2182
14.2695,1393.6533,192.8424
14.2703,1395.4062,193.1602
14.2714,1396.3275,193.4129
14.2814,1397.2573,193.6878
14.2918,1398.1977,194.0383
14.3015,1399.1102,194.3941
14.3118,1400.0657,194.7388
14.3216,1401.106,195.1138
14.3316,1402.9453,195.3799
14.3414,1404.1412,195.6506
14.3516,1405.1188,195.9236
14.3614,1406.0295,196.2037
14.3844,1406.7828,196.5471
14.3854,1407.5347,196.9445
14.3917,1408.333,197.2711
14.4015,1409.1674,197.5855
14.4115,1410.0015,197.8246
14.4213,1410.8762,198.0971
14.4458,1411.679,198.3708
14.4465,1412.4981,198.59
14.4517,1413.3021,198.901
14.4766,1414.0771,199.2008
14.4776,1414.8219,199.4994
14.4813,1415.6232,199.8613
14.4916,1416.4725,200.1693
14.5075,1417.3994,200.4589
14.5118,1418.3401,200.7324
14.5215,1419.311,200.9861
14.5534,1421.061,201.5778
14.5543,1421.8915,201.8898
14.5617,1422.7043,202.2539
14.5848,1423.508,202.5673
14.5858,1424.3745,202.9689
14.5915,1425.291,203.3213
14.6187,1426.3085,203.5539
14.6195,1427.3421,203.8661
14.6215,1428.2759,204.1481
14.6316,1429.1193,204.4345
14.6418,1429.9003,204.7274
14.6515,1430.7162,205.0338
14.6616,1431.5633,205.3556
14.6716,1432.4431,205.7095
14.6818,1433.3986,206.0423
14.6915,1434.3947,206.3485
14.7017,1435.4044,206.7127
14.7258,1436.3768,207.0675
14.7267,1437.2336,207.4361
14.7314,1438.0645,207.7
14.7578,1438.9219,208.0128
14.7586,1439.7711,208.381
14.7617,1440.6431,208.6798
14.7715,1441.5353,209.038
14.7883,1442.4984,209.3417
14.7924,1443.469,209.6205
14.8016,1444.3115,209.9109
14.8193,1445.0408,210.1528
14.8217,1445.8091,210.3921
14.8315,1446.6482,210.7349
14.8499,1447.4742,211.0604
14.8513,1448.3308,211.4271
14.8617,1449.2357,211.7838
14.8789,1450.1791,212.0891
14.8816,1451.1551,212.3919
14.8914,1452.0997,212.6926
14.9103,1452.9892,213.0014
14.9113,1453.77,213.3176
14.9217,1454.585,213.6461
14.9415,1455.4345,214.0236
14.9425,1456.2695,214.3226
14.9516,1457.165,214.7079
14.973,1458.0692,215.1167
14.9738,1459.0509,215.4081
14.9817,1460.0399,215.6739
15.0041,1460.9391,216.0181
15.0052,1461.7238,216.3516
15.0115,1462.4863,216.649
15.0395,1463.3091,217.0782
15.0403,1464.1716,217.4594
15.0416,1465.0629,217.7929
15.0657,1466.0292,218.0838
15.0667,1467.0641,218.3875
15.0715,1468.0339,218.7461
15.0818,1468.8984,219.0728
15.0981,1469.702,219.3845
15.1017,1470.4991,219.6717
15.1127,1471.2985,219.9878
15.1296,1472.1273,220.3986
15.1313,1473.0276,220.776
15.1417,1473.9835,221.0744
15.1606,1474.983,221.4231
15.1617,1475.9638,221.7743
15.1715,1476.8174,222.0246
15.1921,1477.5954,222.3446
15.1928,1478.468,222.6414
15.2017,1479.3005,222.9767
15.2115,1480.1838,223.3041
15.2216,1481.0959,223.6415
15.2316,1482.0527,224.0423
15.2417,1483.0428,224.3927
15.2515,1484.0137,224.7151
15.2617,1484.8787,225.0273
15.286,1485.6718,225.2792
15.2869,1486.4845,225.5629
15.2914,1487.3315,225.8728
15.3018,1488.2095,226.2002
15.3115,1489.1305,226.6026
15.3223,1490.0822,226.9312
15.3314,1491.11,227.2563
15.3418,1492.0656,227.5772
15.3514,1492.9645,227.8983
15.3616,1493.7792,228.2576
15.3716,1494.6536,228.5889
15.3817,1495.5483,228.9086
15.3993,1496.4581,229.2739
15.4033,1497.3983,229.5775
15.4115,1498.3613,229.9852
15.4309,1499.3381,230.3285
15.4317,1500.3267,230.6396
15.4417,1501.2182,231.0044
15.4634,1502.0723,231.3574
15.4646,1502.9497,231.6984
15.4716,1503.8063,232.0806
15.4817,1504.6882,232.3961
15.5036,1505.606,232.726
15.5046,1506.5085,233.094
15.5115,1507.4948,233.4851
15.5352,1508.3984,233.8125
15.5359,1509.2721,234.1766
15.5418,1510.1623,234.5372
15.566,1511.0474,234.8737
15.567,1511.8981,235.1836
15.5714,1512.7867,235.5282
15.5816,1513.6685,235.8954
15.5915,1514.5475,236.1944
15.6133,1515.4684,236.5448
15.6141,1516.3324,236.8429
15.6217,1517.192,237.1608
15.6454,1518.0527,237.5956
15.6464,1518.9099,237.9697
15.6516,1519.8048,238.237
15.676,1520.6741,238.5857
15.6767,1521.5697,238.8685
15.6817,1522.5398,239.1484
15.707,1523.4976,239.5072
15.708,1524.4562,239.82
15.7115,1525.3462,240.1802
15.7219,1526.2134,240.5518
15.7383,1527.0586,240.8854
15.7441,1527.8847,241.1801
15.7514,1528.7221,241.4621
15.7698,1529.6076,241.81
15.7713,1530.4834,242.1284
15.7817,1531.3948,242.4105
15.8008,1532.3431,242.7384
15.8018,1533.2813,243.131
15.8115,1534.2082,243.5005
15.8322,1535.0879,243.8814
15.833,1535.971,244.1971
15.8417,1536.8306,244.4808
15.8635,1537.6667,244.8361
15.8645,1538.5123,245.1576
15.8714,1539.3274,245.4772
15.8984,1540.165,245.8287
15.8992,1541.0339,246.2165
15.9166,1542.0207,246.5978
15.9174,1542.9359,246.9842
15.9216,1543.8198,247.3308
15.9314,1544.7311,247.684
15.9488,1545.5518,248.0094
15.9515,1546.4163,248.3216
15.9617,1547.2769,248.6506
15.9797,1548.1143,248.9728
15.9816,1548.9895,249.3575
15.9915,1549.9271,249.7713
16.0112,1550.8906,250.1252
16.0131,1551.8152,250.4939
16.0217,1552.6841,250.8517
16.0424,1553.5622,251.2074
16.0433,1554.4358,251.5397
16.0514,1555.3297,251.87
16.0616,1556.2249,252.1791
16.0714,1557.1033,252.5763
16.0817,1557.9755,252.9731
16.0939,1558.8633,253.3039
16.1016,1559.7415,253.5995
16.1113,1560.6499,253.9451
16.1216,1561.5385,254.2701
16.1441,1562.4374,254.5543
16.1451,1563.3278,254.9353
16.1515,1564.17,255.3758
16.1761,1565.0046,255.7005
16.1769,1565.9167,256.0817
16.1816,1566.7904,256.3691
16.1916,1567.6391,256.646
16.2016,1568.478,256.976
16.2114,1569.3605,257.2919
16.2217,1570.2225,257.5974
16.2327,1571.101,257.9537
16.2417,1572.5411,258.3661
16.2518,1573.6785,258.8175
16.2707,1574.3561,259.1635
16.2714,1575.5883,259.5682
16.2818,1575.9287,259.8761
16.3046,1576.9195,260.2111
16.3056,1577.7947,260.5311
16.3114,1578.7139,260.8694
16.3331,1579.509,261.2552
16.3339,1580.2335,261.6412
16.3417,1581.079,262.0864
16.3645,1582.037,262.4976
16.3654,1583.056,262.8367
16.3714,1584.2855,263.1274
16.3964,1585.2184,263.4896
16.3972,1586.0989,263.7987
16.4016,1586.9841,264.1137
16.4114,1587.8585,264.511
16.4217,1588.7511,264.9273
16.4314,1589.7059,265.342
16.4416,1590.7726,265.8689
16.4514,1591.8555,266.2448
16.4617,1592.918,266.5866
16.4714,1593.9257,266.9086
16.4815,1594.8395,267.2299
16.4916,1595.7182,267.5837
16.5121,1596.5898,268.0229
16.5129,1597.457,268.424
16.5217,1599.2263,268.977
16.5433,1600.4156,269.4517
16.5443,1601.5021,269.7796
16.5515,1602.4383,270.0416
16.5776,1603.2938,270.3253
16.5784,1604.0974,270.6485
16.5817,1604.8344,270.9669
16.6063,1605.574,271.337
16.6073,1606.3766,271.7437
16.6114,1607.2132,272.2117
16.6216,1608.087,272.5374
16.6367,1608.9664,272.8372
16.6417,1609.8112,273.0476
16.6515,1610.637,273.3313
16.6766,1611.4934,273.6306
16.6773,1612.2875,273.9913
16.6816,1613.0583,274.3388
16.6914,1613.874,274.734
16.7072,1614.7314,275.1802
16.7114,1615.6131,275.5399
16.7217,1616.5242,275.8595
16.7383,1617.4579,276.1352
16.7416,1618.3716,276.3656
16.7522,1619.2192,276.6592
16.7699,1620.0267,277.0277
16.7713,1620.8389,277.4291
16.7818,1621.6605,277.8038
16.8038,1622.5413,278.2072
16.8048,1623.4446,278.6526
16.8114,1624.3915,279.0667
16.8332,1625.384,279.4229
16.834,1626.3062,279.6839
16.8417,1627.1783,279.972
16.8642,1627.9777,280.3247
16.8652,1628.7596,280.696
16.8715,1629.5877,281.0405
16.8958,1630.4754,281.5113
16.8965,1631.3765,281.9571
16.9016,1632.332,282.4006
16.9114,1633.4373,282.8447
16.9215,1634.4908,283.2122
16.9317,1635.4145,283.5172
16.9417,1636.2215,283.87
16.9676,1637.0167,284.2913
16.9686,1637.8662,284.6831
16.9714,1638.7368,285.0905
16.9818,1639.6792,285.5357
16.999,1640.6573,285.8998
17.0017,1641.6663,286.2179
17.0115,1642.5928,286.5763
17.0304,1643.4164,286.8854
17.0313,1644.2076,287.2778
17.0416,1645.0294,287.7194
17.0514,1645.9048,288.094
17.0616,1646.7749,288.4977
17.0715,1647.7144,288.9622
17.0956,1648.695,289.3889
17.0963,1649.6619,289.7462
17.1016,1650.5427,290.0887
17.1256,1651.4388,290.3815
17.1265,1652.2639,290.7696
17.1314,1653.1007,291.2417
17.1568,1653.9402,291.6319
17.1575,1654.7783,292.027
17.1614,1655.671,292.4443
17.1727,1656.6127,292.8597
17.1817,1657.5755,293.27
17.1913,1658.4508,293.6239
17.2015,1659.3268,293.9394
17.2115,1660.2015,294.311
17.2217,1661.027,294.6961
17.2391,1661.8549,295.1014
17.2415,1662.7081,295.5095
17.2513,1663.645,295.9128
17.2708,1664.6654,296.418
17.2716,1665.6633,296.8363
17.2816,1666.5736,297.1548
17.302,1667.4144,297.472
17.3031,1668.2549,297.7909
17.3115,1669.0937,298.1827
17.3216,1669.9318,298.5784
17.3317,1670.8536,298.9933
17.3491,1671.8596,299.4397
17.3515,1672.8437,299.8952
17.3616,1673.812,300.3247
17.38,1674.7106,300.6676
17.3817,1675.6113,300.9748
17.3915,1676.4915,301.3109
17.4115,1677.3443,301.7444
17.4123,1678.2076,302.1485
17.4216,1679.184,302.5397
17.4425,1680.2023,303.0272
17.4434,1681.1829,303.5213
17.4514,1682.0879,303.8625
17.474,1683.0116,304.2243
17.4747,1683.9019,304.573
17.4816,1684.7601,304.9366
17.4914,1685.5785,305.3572
17.5167,1686.4682,305.7919
17.5174,1687.3825,306.135
17.5217,1688.361,306.5847
17.5316,1689.3093,307.0937
17.5478,1690.2458,307.5081
17.5513,1691.2359,307.8847
17.5615,1692.1818,308.2634
17.5788,1693.0209,308.6547
17.5815,1693.903,309.1055
17.5913,1694.7841,309.4881
17.6104,1695.7081,309.9165
17.6113,1696.6459,310.3538
17.6216,1697.5844,310.8432
17.6414,1698.5193,311.2335
17.6424,1699.4496,311.6048
17.6514,1700.3777,312.0373
17.673,1701.2283,312.4071
17.674,1702.0732,312.7859
17.6817,1702.9948,313.1993
17.7032,1703.8668,313.6505
17.7043,1704.7412,314.0627
17.7114,1705.6401,314.5543
17.7387,1706.5931,314.9256
17.7395,1707.4933,315.307
17.7415,1708.3883,315.7131
17.7515,1709.2221,316.1119
17.7617,1710.0637,316.4594
17.7714,1710.9302,316.9067
17.7817,1711.8137,317.3176
17.7914,1712.6511,317.6999
17.8015,1713.5695,318.1172
17.8114,1714.5412,318.5651
17.8217,1715.4833,318.9152
17.8315,1716.3578,319.2653
17.848,1717.2402,319.6658
17.8514,1718.0997,320.051
17.8617,1718.9443,320.4204
17.8791,1719.7642,320.8206
17.8816,1720.584,321.2352
17.8914,1721.473,321.5985
17.91,1722.3868,321.985
17.9113,1723.2839,322.3706
17.9215,1724.1537,322.6799
17.941,1724.997,323.0978
17.942,1725.8892,323.52
17.9513,1726.7111,323.8707
17.9726,1727.5005,324.2805
17.9733,1728.3552,324.7057
17.9817,1729.2139,325.0734
18.0041,1730.0989,325.4647
18.0051,1731.0298,325.8584
18.0114,1731.9576,326.1833
18.0216,1732.8333,326.578
18.0314,1733.6544,326.9198
18.0498,1734.4706,327.3563
18.0513,1735.2921,327.7683
18.0616,1736.1306,328.1541
18.0713,1736.9827,328.5875
18.0815,1737.8735,329.0483
18.0914,1738.8392,329.4795
18.1125,1739.8173,329.8838
18.1134,1740.7701,330.2684
18.1217,1741.6232,330.6641
18.1435,1742.4371,331.0972
18.1445,1743.2386,331.5277
18.1515,1744.0847,331.9066
18.175,1744.9472,332.3045
18.1759,1745.89,332.8188
18.1818,1746.7982,333.2753
18.2067,1747.7637,333.6976
18.2079,1748.6749,334.0866
18.2121,1749.4808,334.4379
18.2217,1750.3096,334.9281
18.2377,1751.1255,335.3245
18.2416,1751.9573,335.6924
18.2514,1752.83,336.1164
18.2697,1753.774,336.5552
18.2712,1754.6595,336.9679
18.2816,1755.5292,337.354
18.3006,1756.3655,337.72
18.3017,1757.1519,338.1024
18.3114,1757.9255,338.494
18.3325,1758.7508,338.8746
18.3332,1759.5924,339.2613
18.3417,1760.485,339.7434
18.3514,1761.3878,340.2045
18.3616,1762.272,340.6016
18.3715,1763.1344,340.9694
18.3816,1763.9825,341.3374
18.3914,1764.7952,341.7318
18.4017,1765.5435,342.03
18.4261,1766.3888,342.4403
18.4271,1767.2504,342.8357
18.4315,1768.1519,343.2581
18.4418,1769.0618,343.781
18.4515,1770.059,344.2944
18.4751,1771.0869,344.7571
18.4758,1771.9972,345.1437
18.4816,1772.8143,345.4739
18.504,1773.6201,345.8793
18.5049,1774.3937,346.221
