time[s], wr_x[mm], wr_y[mm] 
0.7018,118.7286,17.0537
0.7221,119.6233,16.9532
0.723,120.6032,16.9639
0.7319,121.3998,16.8317
0.7534,122.3646,16.7326
0.755,123.443,16.7657
0.7615,124.4275,16.6396
0.7863,125.5431,16.5975
0.7871,126.565,16.6306
0.7918,127.6109,16.5964
0.8166,128.6435,16.5107
0.8177,129.6011,16.419
0.8217,130.5358,16.3632
0.8477,131.4836,16.362
0.8486,132.4805,16.342
0.8518,133.5476,16.3464
0.8618,134.631,16.3364
0.8789,135.8382,16.3228
0.8817,136.5603,16.1826
0.8919,137.6793,16.1664
0.9099,138.6903,16.0224
0.9118,139.6528,15.9515
0.9217,140.6119,15.9128
0.9413,141.6598,15.8386
0.9421,142.7615,15.8224
0.9519,143.8267,15.7407
0.9724,144.9252,15.7049
0.9735,145.9985,15.7151
0.9818,147.0149,15.6453
1.004,147.9834,15.5318
1.0048,148.9375,15.4567
1.0119,149.894,15.4508
1.0217,150.9139,15.4228
1.0319,151.9654,15.3937
1.0417,153.029,15.3649
1.0682,154.0124,15.3777
1.0691,154.9776,15.2791
1.0719,155.9003,15.1887
1.0818,156.8021,15.079
1.1067,157.6539,14.9891
1.1074,158.7219,15.0026
1.1118,159.7258,15.0803
1.1217,160.7824,15.0501
1.138,161.8442,15.023
1.1432,162.7236,14.8356
1.1519,163.7407,14.7617
1.1691,164.6523,14.6922
1.1719,165.594,14.6811
1.1817,166.4333,14.5316
1.2006,167.4971,14.5652
1.2015,168.3255,14.4945
1.212,169.2829,14.5387
1.2316,170.5577,14.6746
1.2325,171.287,14.475
1.2414,172.2008,14.3827
1.263,173.1415,14.3026
1.2639,174.101,14.2265
1.2719,175.0169,14.1437
1.3014,177.0542,14.0951
1.3024,178.0289,14.1583
1.3118,179.0752,14.1206
1.3451,181.1515,13.9615
1.3456,182.1087,13.8596
1.365,183.0221,13.7225
1.366,183.9702,13.6649
1.3716,184.9604,13.6575
1.3954,186.0698,13.6538
1.3962,187.0527,13.7096
1.402,188.1001,13.711
1.4268,189.2361,13.6715
1.4278,190.2504,13.6016
1.4317,191.3314,13.5199
1.4418,192.3014,13.3965
1.4517,193.2997,13.3167
1.473,194.3091,13.3273
1.4737,195.2895,13.3352
1.482,196.2737,13.4007
1.5039,197.2803,13.333
1.5048,198.2651,13.2436
1.5115,199.196,13.159
1.5353,200.1352,13.0716
1.5361,201.0506,13.02
1.5418,202.0103,12.9894
1.5667,202.9427,12.9967
1.5678,203.9199,13.0614
1.5717,204.9263,13.1029
1.6015,207.0418,12.9794
1.6023,208.078,12.8259
1.613,209.0878,12.7113
1.6326,210.041,12.6837
1.6363,211.0448,12.6441
1.6417,211.9946,12.6855
1.664,212.909,12.7387
1.6648,213.885,12.7698
1.6719,214.9186,12.7606
1.6955,215.8965,12.6808
1.6964,216.8515,12.5507
1.7045,217.7727,12.475
1.7269,218.7565,12.4491
1.7276,219.6834,12.4577
1.7318,220.6257,12.4843
1.7417,221.6106,12.5255
1.7518,222.6074,12.5894
1.7618,223.6187,12.5348
1.7744,224.6814,12.4468
1.7889,225.6941,12.3321
1.7918,226.6733,12.2109
1.8015,227.6538,12.1739
1.8319,229.5188,12.2082
1.8327,230.5016,12.2446
1.8419,231.4789,12.2662
1.8628,232.5281,12.2609
1.8639,233.5959,12.181
1.8716,234.6423,12.0317
1.8942,235.6338,11.9399
1.8951,236.5628,11.9412
1.9019,237.5113,11.9821
1.9254,238.4007,12.0512
1.9264,239.3563,12.0882
1.9316,240.3844,12.0656
1.957,241.4504,12.0802
1.9578,242.4837,11.961
1.9619,243.5079,11.8154
1.9728,244.4613,11.7677
1.9818,245.3726,11.8139
1.9916,246.235,11.8873
2.0017,247.128,11.9144
2.0116,248.0993,11.9601
2.0353,249.1397,12.0122
2.0361,250.2095,11.9562
2.0419,251.3224,11.839
2.0667,252.3958,11.7529
2.0677,253.3641,11.6946
2.0745,254.2939,11.8062
2.0818,255.19,11.9029
2.0977,256.166,11.9556
2.1017,257.2087,11.9939
2.1114,258.2244,12.0117
2.1335,259.3114,12.0018
2.1343,260.3936,11.9083
2.1418,261.4633,11.8132
2.1645,262.5321,11.7838
2.1654,263.5277,11.852
2.1716,264.4757,11.9153
2.1959,265.4741,11.9154
2.1967,266.5131,11.9059
2.2019,267.5351,11.8555
2.2276,268.5992,11.7752
2.2286,269.611,11.6631
2.2316,270.5368,11.6607
2.2418,271.4203,11.7151
2.259,272.3193,11.7812
2.2618,273.2394,11.8335
2.2716,274.2181,11.8523
2.2908,275.2535,11.8693
2.2947,276.3349,11.8636
2.3019,277.4698,11.7869
2.3217,278.5253,11.6724
2.3228,279.5606,11.6415
2.3316,280.405,11.6756
2.3521,281.2899,11.7356
2.353,282.1813,11.7457
2.3619,283.1184,11.7682
2.3832,284.1104,11.7621
2.3843,285.1674,11.7485
2.3917,286.2118,11.6418
2.4148,287.1952,11.5175
2.4156,288.0973,11.4419
2.422,289.0009,11.4982
2.4464,289.8905,11.527
2.4474,290.8734,11.5039
2.4516,291.8275,11.5178
2.4619,292.7857,11.4973
2.4777,293.826,11.5174
2.4819,294.8932,11.5114
2.4918,295.9023,11.4508
2.5091,296.8335,11.4171
2.5118,297.8018,11.4564
2.5218,298.7141,11.4851
2.5402,299.6194,11.4779
2.5417,300.5815,11.4896
2.5518,301.5784,11.4812
2.5727,302.6017,11.4984
2.5735,303.7215,11.4806
2.5818,304.8235,11.4493
2.6028,305.8362,11.4385
2.6039,306.7704,11.4472
2.6117,307.7038,11.5241
2.6353,308.6231,11.521
2.6362,309.596,11.5402
2.643,310.6411,11.5165
2.6762,312.7912,11.4534
2.6773,313.8554,11.4297
2.6817,314.8185,11.432
2.6921,315.8016,11.4521
2.7028,316.7519,11.4852
2.7128,317.7224,11.3319
2.7217,318.6889,11.3289
2.7318,319.5902,11.6333
2.7416,320.5661,11.6349
2.7519,321.5899,11.4253
2.7701,322.4939,11.4082
2.7717,323.4134,11.4045
2.7816,324.3629,11.4441
2.8014,325.3092,11.4655
2.8022,326.2642,11.4589
2.8117,327.2321,11.4567
2.8327,328.2575,11.4323
2.8339,329.33,11.4323
2.8418,330.3105,11.434
2.864,331.2787,11.4406
2.8648,332.2501,11.4616
2.8718,333.1435,11.4381
2.8817,334.0635,11.4393
2.8918,335.0026,11.4777
2.9103,335.933,11.4455
2.9118,336.9381,11.4451
2.9216,337.9728,11.4683
2.9415,339.048,11.5432
2.9422,340.1403,11.594
2.9518,341.1939,11.5844
2.9727,342.1752,11.5034
2.9737,343.1388,11.5152
2.9816,344.115,11.501
3.0044,345.1257,11.4819
3.0051,346.1794,11.5359
3.0118,347.2373,11.6138
3.0358,348.2123,11.6632
3.0368,349.1674,11.687
3.0416,350.0898,11.5848
3.0675,351.0056,11.5787
3.0682,351.9765,11.6022
3.0719,352.9305,11.5993
3.0816,353.9765,11.6109
3.0986,355.0296,11.6897
3.1016,356.1356,11.8251
3.1118,357.255,11.8831
3.1298,358.3276,11.847
3.1322,359.33,11.7811
3.1416,360.2809,11.7461
3.1611,361.2621,11.7205
3.1618,362.2227,11.7989
3.1719,363.1786,11.8643
3.1817,364.2361,11.9671
3.2007,365.2936,12.0594
3.2015,366.2639,11.9673
3.2119,367.2231,11.8746
3.2216,368.1357,11.917
3.2318,369.0335,11.8919
3.2416,370.0169,11.8821
3.2625,371.013,11.9313
3.2633,371.9686,11.9592
3.2721,372.9604,12.0509
3.2815,373.9925,12.1462
3.3011,374.9193,12.0668
3.3019,375.8589,12.0064
3.3119,376.7972,11.9747
3.3321,377.697,11.971
3.333,378.6098,11.9873
3.3417,379.5224,12.0129
3.3635,380.4489,12.0338
3.3643,381.4113,12.0911
3.3719,382.3923,12.1403
3.3947,383.3776,12.2413
3.3957,384.2875,12.2252
3.4016,385.2314,12.186
3.4266,386.1579,12.1515
3.4273,387.0876,12.1161
3.4319,388.0214,12.0981
3.4574,388.9551,12.1494
3.4584,389.908,12.1867
3.4616,390.9413,12.2961
3.4719,391.9675,12.3781
3.4887,392.9512,12.3482
3.492,393.8926,12.274
3.5016,394.8232,12.2426
3.5207,395.726,12.2385
3.5214,396.6542,12.2087
3.532,397.6294,12.226
3.5518,398.5932,12.2728
3.5527,399.695,12.3972
3.5616,400.8421,12.5296
3.5832,401.9379,12.5199
3.584,402.9603,12.4263
3.5918,403.9793,12.3628
3.6016,404.923,12.3817
3.6118,405.8428,12.4141
3.6217,406.8211,12.4559
3.6318,407.8408,12.5659
3.6416,408.807,12.6032
3.6518,409.7576,12.6158
3.6771,410.6513,12.6265
3.679,411.5709,12.6148
3.6815,412.5126,12.5731
3.6919,413.4626,12.5733
3.7017,414.334,12.6287
3.7119,415.2255,12.7697
3.7337,416.2168,12.8773
3.7346,417.1626,12.9433
3.7415,418.1074,12.9971
3.7652,419.016,12.9699
3.7659,419.9461,12.9512
3.773,420.8967,12.9143
3.7962,421.8688,12.9635
3.7972,422.8456,12.9948
3.8016,423.8091,13.111
3.8119,424.7964,13.2122
3.8217,425.7898,13.2707
3.8318,426.7227,13.2673
3.8415,427.6245,13.2634
3.8518,428.5606,13.207
3.8616,429.5248,13.2017
3.8718,430.4404,13.2557
3.8815,431.3431,13.2683
3.8919,432.2861,13.3472
3.9018,433.2767,13.4802
3.9118,434.2992,13.5367
3.9216,435.3169,13.5275
3.9319,436.279,13.5466
3.9416,437.2785,13.4706
3.9518,438.2252,13.4899
3.9723,439.0842,13.5615
3.9732,439.988,13.6289
3.9816,440.9229,13.7219
4.0038,441.8864,13.7945
4.0046,442.8934,13.8587
4.0119,443.9347,13.9111
4.0349,444.958,13.9659
4.0359,445.8508,13.966
4.0416,446.7391,13.9536
4.0663,447.6113,13.9836
4.0671,448.4771,14.0629
4.0718,449.4409,14.1447
4.0817,450.4353,14.2674
4.0918,451.4763,14.3776
4.1017,452.541,14.3258
4.1119,453.5259,14.3245
4.1287,454.4297,14.4111
4.1317,455.2755,14.4169
4.1418,456.0969,14.5134
4.1602,456.9303,14.6343
4.1614,457.8199,14.7277
4.1718,458.7857,14.8071
4.1816,459.7985,14.8888
4.1937,460.8819,14.9519
4.2016,461.9374,14.949
4.2118,462.9219,14.9848
4.2216,463.8555,15.0239
4.2318,464.7647,15.0729
4.2416,465.6802,15.21
4.2669,466.5741,15.2995
4.2678,467.5279,15.3512
4.2717,468.5212,15.4373
4.2818,469.5591,15.5495
4.2985,470.6326,15.5797
4.3016,471.5537,15.6587
4.3118,472.4182,15.6978
4.3296,473.3325,15.7199
4.3318,474.2701,15.8527
4.3416,475.1761,15.9633
4.3611,476.1023,16.0222
4.3619,477.1333,16.1238
4.372,478.2003,16.1805
4.3818,479.1725,16.2027
4.392,480.0922,16.2248
4.402,480.9267,16.2294
4.4244,481.8039,16.2755
4.4253,482.7168,16.3269
4.4319,483.6291,16.4215
4.4543,484.5367,16.5074
4.4553,485.5327,16.5522
4.4617,486.6017,16.648
4.4864,487.5849,16.7318
4.4871,488.4863,16.6992
4.4919,489.4298,16.6719
4.5017,490.319,16.6679
4.5197,491.2587,16.7654
4.5215,492.146,16.8478
4.5319,493.0485,16.8746
4.5511,493.9855,16.9079
4.5521,495.031,17.0071
4.5616,495.9865,17.0897
4.5822,496.8593,17.1123
4.583,497.7341,17.1019
4.5919,498.6591,17.088
4.6134,499.5474,17.1615
4.6144,500.4537,17.212
4.6217,501.3581,17.2857
4.6451,502.366,17.3396
4.6459,503.4251,17.4142
4.6518,504.4425,17.5046
4.676,505.4013,17.6035
4.6771,506.2222,17.6154
4.6816,507.1185,17.6523
4.6919,507.9414,17.7154
4.7032,508.7843,17.7944
4.7118,509.676,17.8347
4.7216,510.6186,17.9218
4.7318,511.645,17.9821
4.7415,512.6751,18.0328
4.7523,513.6647,18.1347
4.7617,514.6187,18.2319
4.7718,515.5646,18.3205
4.7826,516.5524,18.4283
4.8002,517.4493,18.4714
4.8015,518.4047,18.5165
4.8118,519.355,18.5598
4.8313,520.3308,18.6475
4.8324,521.3033,18.7363
4.8416,522.2131,18.7974
4.8629,523.1572,18.8667
4.8638,524.0671,18.9762
4.8717,524.9602,19.0455
4.8941,525.8768,19.1066
4.8953,526.7822,19.1704
4.9017,527.7862,19.2109
4.9253,528.7432,19.274
4.926,529.634,19.3866
4.9317,530.4827,19.4466
4.9565,531.3196,19.5087
4.9573,532.1872,19.6082
4.9615,533.0581,19.6323
4.9719,533.9568,19.6921
4.987,534.8803,19.742
4.9918,535.8341,19.8079
5.0016,536.7742,19.9077
5.0118,537.6453,19.9735
5.0216,538.5018,20.0982
5.0328,539.4005,20.2043
5.0417,540.3069,20.2973
5.0517,541.2346,20.3794
5.0616,542.1171,20.3734
5.0718,543.0217,20.3837
5.0815,543.9523,20.4819
5.0916,544.8825,20.5602
5.1015,545.8085,20.6324
5.1116,546.6717,20.7703
5.1295,547.6245,20.9154
5.1317,548.6586,21.0833
5.1438,549.7049,21.1931
5.1611,550.6754,21.1882
5.1619,551.6047,21.2143
5.1718,552.5025,21.2776
5.1927,553.3402,21.3161
5.1937,554.1807,21.4089
5.2017,555.1176,21.4811
5.2241,556.0768,21.5608
5.2249,557.0416,21.7051
5.2318,558.0526,21.8497
5.255,558.9998,21.896
5.256,560.0328,21.8885
5.2617,561.0121,21.9495
5.2873,561.9706,22.0527
5.2881,563.0174,22.1274
5.2918,563.9201,22.1858
5.3017,565.2895,22.2081
5.3179,566.2855,22.3124
5.3214,567.3794,22.4664
5.3316,568.3907,22.5457
5.349,569.384,22.5271
5.3546,570.319,22.618
5.3617,571.2102,22.7154
5.3805,572.1113,22.7482
5.3814,573.0048,22.8302
5.4119,574.9612,23.0807
5.4127,575.9233,23.1727
5.4219,576.8775,23.1632
5.4428,577.8465,23.1487
5.4438,578.8271,23.1792
5.4516,579.7165,23.2421
5.4618,580.5519,23.379
5.4715,581.4196,23.4354
5.482,582.3379,23.5114
5.5051,583.2859,23.6608
5.5062,584.2323,23.7401
5.5116,585.1619,23.7851
5.5513,587.9298,23.7831
5.5522,588.7634,23.8561
5.5647,589.5987,23.9713
5.5821,590.5032,24.0737
5.5831,591.4471,24.157
5.5916,592.4316,24.2633
5.6144,593.319,24.3344
5.6153,594.2413,24.3588
5.6217,595.2038,24.4183
5.6452,596.1053,24.4494
5.6462,597.0435,24.4732
5.6514,597.9172,24.5819
5.6766,598.8448,24.6361
5.6774,599.8319,24.7618
5.6818,600.8207,24.9136
5.7065,601.8256,24.9783
5.7075,602.8314,25.0515
5.7115,603.797,25.0773
5.7217,604.7191,25.0743
5.7383,605.6132,25.1213
5.7417,606.4869,25.2134
5.7515,607.4017,25.2888
5.7699,608.402,25.3675
5.7719,609.4893,25.5536
5.7818,610.5729,25.7504
5.8007,611.7042,25.8801
5.8018,612.7863,25.9181
5.8116,613.7586,25.9425
5.832,614.6402,25.9615
5.8328,615.4911,26.0514
5.8419,616.3643,26.1782
5.8665,617.2851,26.275
5.8673,618.3192,26.4145
5.8715,619.3056,26.54
5.8817,620.2181,26.6717
5.8982,621.1733,26.7245
5.9018,622.0606,26.7565
5.9115,622.9194,26.7689
5.9299,623.7765,26.8329
5.9314,624.663,26.9262
5.9417,625.643,27.1031
5.9614,626.6082,27.2272
5.9624,627.5974,27.3615
5.9717,628.5719,27.5025
5.993,629.4529,27.5538
5.9937,630.3677,27.5997
6.0017,631.2708,27.6693
6.0237,632.1767,27.7186
6.0247,633.0747,27.7665
6.0316,634.0333,27.8932
6.0665,636.0224,28.2024
6.0673,637.0229,28.3042
6.0719,637.9791,28.3863
6.0816,638.893,28.371
6.0918,639.8349,28.3993
6.1016,640.7342,28.4617
6.1118,641.6311,28.5731
6.1214,642.5874,28.6872
6.1452,643.5962,28.8534
6.146,644.6417,28.998
6.1518,645.6317,29.1123
6.1762,646.625,29.2426
6.1772,647.5503,29.2281
6.1816,648.4426,29.2854
6.1918,649.2962,29.3462
6.2016,650.1892,29.4223
6.2118,651.1312,29.5641
6.2216,652.087,29.7216
6.2389,653.112,29.8691
6.2416,654.1838,30.0441
6.2524,655.1749,30.1498
6.2701,656.1254,30.219
6.2717,656.9855,30.2434
6.2842,657.8357,30.3236
6.3006,658.7333,30.4585
6.3014,659.6158,30.5992
6.3117,660.621,30.7738
6.3323,661.6299,30.9503
6.3334,662.7299,31.0689
6.3416,663.7906,31.1654
6.3679,664.7625,31.2928
6.3687,665.6694,31.3387
6.3718,666.5089,31.4352
6.3816,667.3914,31.6018
6.3992,668.4293,31.5798
6.4015,669.3989,31.7176
6.4117,670.4158,31.9141
6.4303,671.4524,32.0808
6.4316,672.4794,32.1846
6.4416,673.4268,32.2947
6.4617,674.2964,32.3327
6.4625,675.1408,32.3643
6.4718,676.0422,32.4921
6.4966,676.9497,32.6408
6.4977,677.9237,32.8373
6.5017,678.9494,32.9932
6.5118,680.0038,33.121
6.5277,681.0938,33.2408
6.5318,682.0855,33.3508
6.5416,682.9518,33.4516
6.5593,683.8537,33.5265
6.5616,684.7527,33.5732
6.5717,685.6867,33.6697
6.5969,686.6068,33.8908
6.5978,687.5503,34.0943
6.6016,688.5788,34.2376
6.6117,689.6416,34.3442
6.6283,690.6196,34.4004
6.6318,691.5991,34.4198
6.6444,692.4794,34.4926
6.6596,693.3477,34.5655
6.6614,694.2535,34.6551
6.6718,695.2016,34.8226
6.6907,696.1848,34.9965
6.6917,697.2151,35.0876
6.7016,698.3805,35.2376
6.7223,699.3892,35.3262
6.7231,700.321,35.3753
6.7317,701.2227,35.3743
6.7533,702.125,35.4665
6.7542,703.0051,35.6157
6.7616,703.912,35.6994
6.7848,704.9383,35.8752
6.7856,706.0145,36.0089
6.793,707.069,36.1002
6.8159,708.0956,36.2141
6.8169,708.9654,36.2425
6.8216,709.873,36.2368
6.8497,710.7921,36.3209
6.8505,711.7289,36.481
6.8516,712.6847,36.6157
6.8615,713.6665,36.7744
6.8789,714.7582,36.915
6.8815,715.8324,37.0241
6.8918,716.8179,37.1608
6.9097,717.6715,37.2993
6.9117,718.4809,37.2931
6.9214,719.3994,37.3739
6.9419,720.3069,37.5284
6.9427,721.233,37.6543
6.9517,722.2219,37.8075
6.973,723.2522,37.9756
6.9741,724.3468,38.1358
6.9816,725.3188,38.2542
7.0046,726.2384,38.4128
7.0053,727.1251,38.492
7.0117,728.0796,38.572
7.0357,729.063,38.7074
7.0366,729.9888,38.8039
7.0415,730.9876,38.9346
7.0673,732.0177,39.1157
7.068,733.0108,39.3005
7.0719,733.9928,39.416
7.0816,734.93,39.5253
7.0979,735.8349,39.6226
7.1016,736.7426,39.7123
7.1117,737.6779,39.8514
7.1291,738.6325,39.9936
7.1318,739.5936,40.1058
7.1416,740.6632,40.2528
7.1606,741.6318,40.3871
7.1614,742.4999,40.4803
7.1716,743.383,40.5966
7.1916,744.3312,40.6761
7.1925,745.2832,40.7584
7.2015,746.2546,40.8967
7.2234,747.2583,40.9962
7.2253,748.2574,41.1211
7.2317,749.2659,41.2845
7.2542,750.2973,41.4302
7.2551,751.2174,41.5519
7.2615,752.0649,41.6745
7.2858,752.9637,41.728
7.2865,753.899,41.8563
7.2918,754.811,41.9902
7.3167,755.7962,42.0872
7.3177,756.7572,42.2283
7.3215,757.6551,42.3658
7.3317,758.5552,42.5125
7.3481,759.5218,42.736
7.3519,760.4523,42.855
7.3616,761.4736,42.9907
7.3795,762.5962,43.0638
7.3814,763.765,43.1728
7.3918,764.7358,43.2748
7.4104,765.695,43.4079
7.4116,766.6779,43.6296
7.4217,767.6028,43.8096
7.4317,768.6572,43.943
7.45,769.676,44.1375
7.4517,770.6347,44.2522
7.4616,771.5952,44.3773
7.4717,772.5336,44.4914
7.4815,773.5149,44.5674
7.4919,774.4902,44.7113
7.5117,775.4816,44.9539
7.5127,776.4928,45.117
7.5216,777.5295,45.3027
7.5318,778.5644,45.4448
7.5512,779.5487,45.563
7.5522,780.4812,45.7484
7.5617,781.4242,45.8378
7.5829,782.3043,45.9312
7.5846,783.1977,46.1321
7.5918,784.092,46.2577
7.6136,785.016,46.4211
7.6146,785.94,46.5668
7.6214,786.8635,46.6425
7.644,787.7243,46.7949
7.6448,788.6049,46.8892
7.6518,789.5539,47.0058
7.676,790.4484,47.1349
7.677,791.3781,47.3074
7.6814,792.2704,47.4206
7.6916,793.2633,47.5525
7.7074,794.7852,47.5871
7.7128,795.7181,47.6877
7.7238,796.6113,47.7814
7.7388,797.4932,47.9544
7.7415,798.421,48.0912
7.7516,799.4217,48.1867
7.7698,800.3967,48.251
7.7715,801.2908,48.4056
7.7817,802.2821,48.5357
7.8017,803.2377,48.678
7.8026,804.1496,48.8322
7.8118,805.1138,48.8836
7.8324,806.1104,49.0111
7.8334,807.0244,49.1609
7.8416,807.9644,49.2579
7.8645,808.8877,49.396
7.8653,809.7841,49.5868
7.8718,810.7212,49.7327
7.8956,811.7747,49.9224
7.8965,812.7666,50.0323
7.9015,813.7613,50.1491
7.9119,814.7364,50.2506
7.9216,815.6148,50.3818
7.9316,816.4627,50.5169
7.9416,817.3961,50.6483
7.9517,818.3513,50.7982
7.9616,819.2748,51.0238
7.9848,820.2896,51.196
7.9856,821.3817,51.398
7.9917,822.3552,51.581
8.0158,823.322,51.7112
8.0168,824.2454,51.8598
8.0216,825.0941,52.0185
8.0473,826.0482,52.1013
8.0481,827.0131,52.2447
8.0517,827.9693,52.4341
8.0617,828.8765,52.5964
8.0785,829.8615,52.7536
8.0815,830.778,52.9051
8.0918,831.598,53.0506
8.1017,832.459,53.1413
8.1114,833.3572,53.2906
8.1215,834.2055,53.4465
8.1319,835.1031,53.5157
8.1416,836.0034,53.6391
8.1598,836.8734,53.8588
8.1615,837.8254,54.009
8.1717,838.7851,54.1487
8.1895,839.6983,54.3104
8.1917,840.5557,54.4661
8.2015,841.4354,54.6176
8.2222,842.2638,54.7788
8.223,843.1069,54.8563
8.2318,843.9714,54.9018
8.2533,844.8762,55.0963
8.2543,845.811,55.2902
8.2616,846.7787,55.4711
8.2846,847.6598,55.7111
8.2853,848.4406,55.8712
8.2918,849.1903,55.9485
8.3169,850.0222,56.0444
8.3179,850.8325,56.1172
8.3215,851.7589,56.2126
8.3474,852.7198,56.3671
8.3482,853.7101,56.5561
8.3518,854.7138,56.7745
8.3615,855.6309,57.0063
8.3785,856.4336,57.1949
8.3815,857.1743,57.3118
8.3918,858.0023,57.3867
8.4097,858.7986,57.4436
8.4116,859.5688,57.5442
8.4217,860.5312,57.7001
8.4411,861.4843,58.0081
8.4419,862.5016,58.239
8.4538,863.6063,58.4156
8.4845,865.3391,58.6974
8.4855,866.1101,58.8979
8.4918,866.9478,59.026
8.5161,867.833,59.0853
8.5169,868.7906,59.1903
8.5218,869.8196,59.3877
8.547,870.7847,59.6492
8.548,871.7547,59.8711
8.5515,872.6928,60.026
8.5621,873.492,60.1873
8.5784,874.2574,60.3564
8.5817,875.0952,60.4961
8.5916,875.9611,60.5933
8.6098,876.8223,60.6321
8.6114,877.776,60.7189
8.6218,878.7701,61.0023
8.6431,879.739,61.2443
8.6442,880.7652,61.4341
8.6516,881.7026,61.6663
8.6718,882.4866,61.8954
8.6726,883.2955,62.0277
8.6818,884.1628,62.1076
8.7064,885.0079,62.1703
8.7074,885.8878,62.2633
8.7118,886.8193,62.4503
8.7219,887.819,62.7252
8.7368,888.7866,62.9691
8.7418,889.7528,63.192
8.7516,890.6225,63.3814
8.77,891.4274,63.5286
8.7713,892.3013,63.6625
8.7828,893.1775,63.7417
8.8009,894.0863,63.8031
8.8019,895.0661,63.974
8.8115,896.0906,64.2262
8.8334,897.0828,64.4799
8.8341,898.0644,64.7091
8.8417,898.9796,64.8809
8.8646,899.7503,65.0453
8.8655,900.6024,65.1373
8.8715,901.5009,65.1721
8.8962,902.3532,65.264
8.897,903.3047,65.455
8.9018,904.3483,65.6931
8.9272,905.883,65.9846
8.9281,906.8805,66.1668
8.9314,907.695,66.3732
8.9416,908.5173,66.5452
8.9583,909.3173,66.6732
8.9616,910.1619,66.725
8.9717,911.0483,66.797
8.9899,911.9082,66.9888
8.9914,912.8495,67.1703
9.0017,913.7064,67.3457
9.0115,914.6623,67.4908
9.0338,915.5633,67.7217
9.0346,916.4268,67.8906
9.0418,917.2478,68.0461
9.065,918.0933,68.1991
9.0661,919.0226,68.2874
9.0715,919.9579,68.4192
9.0964,920.949,68.6141
9.0972,921.9942,68.7849
9.1018,922.9779,69.0046
9.1117,923.8895,69.2776
9.1282,924.7274,69.4694
9.1315,925.5385,69.6198
9.1418,926.3495,69.7655
9.1588,927.227,69.883
9.1616,928.153,70.0252
9.1714,929.0944,70.1829
9.1903,930.1034,70.344
9.1914,931.1254,70.5885
9.2019,932.0485,70.8512
9.2214,932.9819,71.0605
9.2224,933.9242,71.2144
9.2315,934.8133,71.3814
9.2532,935.6922,71.559
9.254,936.6497,71.7274
9.2618,937.6131,71.8964
9.2843,938.5328,72.082
9.2853,939.5655,72.2884
9.2916,940.532,72.536
9.3157,941.3912,72.7577
9.3165,942.3371,72.8857
9.3218,943.2612,73.0259
9.3317,944.1586,73.2285
9.3417,945.0598,73.3642
9.3526,946.02,73.5593
9.3617,947.0242,73.7855
9.3716,947.9843,73.9137
9.3817,948.9907,74.1126
9.3916,949.8979,74.2921
9.4019,950.7234,74.4467
9.4264,951.5464,74.5724
9.4271,952.3615,74.7486
9.4314,953.2508,74.9584
9.4568,954.1714,75.3337
9.4576,955.1541,75.465
9.4616,956.1158,75.6166
9.4716,957.1031,75.7787
9.4881,958.1151,75.9099
9.4916,958.9898,76.0583
9.5043,959.8865,76.1495
9.5115,960.7648,76.3765
9.5221,961.5935,76.6083
9.5317,962.5187,76.7874
9.5509,963.4617,76.9402
9.5517,964.4224,77.085
9.5619,965.4115,77.2504
9.582,966.407,77.4849
